from_station_code,Train_name,zone,chair_car,second_ac,first_ac,first_class,third_ac,sleeper,total no of classes ,from_station_name,number,arrival,departure,return_train,to_station_code,to_station_name,duration_m,duration_h,type,distance
,,,,,,,,,0,,,,,,,,,,,
VSKP,Visakhapatnam Sainagar Shirdi special,ECoR,0,1,0,0,1,1,3,VISHAKAPATNAM,8567,11:00:00,05:30:00,8568,SNSI,SAINAGAR SHIRDI,30,29,Exp,1403
,,,,,,,,,0,,,,,,,,,,,
SNSI,Shirdi-Visakhapatnam Weekly Special,ECoR,0,1,0,0,1,1,3,SAINAGAR SHIRDI,8568,22:45:00,18:20:00,8567,VSKP,VISHAKAPATNAM,25,28,Exp,1405
,,,,,,,,,0,,,,,,,,,,,
VSKP,Visakhapatnam-Kollam Sabarimalai Special,ECoR,0,1,0,0,1,1,3,VISHAKAPATNAM,8569,15:30:00,09:00:00,,QLN,KOLLAM JN,30,30,Exp,1568
,,,,,,,,,0,,,,,,,,,,,
DRZ,Dalli Rajhara Durg Pass,SECR,0,0,0,0,0,0,0,Dalli Rajhara,8786,20:10:00,18:05:00,8785,DURG,DURG,5,2,Pass,88
,,,,,,,,,0,,,,,,,,,,,
R,Raipur-Durg Special,SECR,0,0,0,0,0,0,0,RAIPUR JN,8787,10:20:00,09:20:00,8788,DURG,DURG,0,1,Pass,37
,,,,,,,,,0,,,,,,,,,,,
DURG,Durg-Raipur Special,SECR,0,0,0,0,0,0,0,DURG,8788,09:05:00,08:05:00,8787,R,RAIPUR JN,0,1,Pass,37
,,,,,,,,,0,,,,,,,,,,,
ADI,Ahmedabad Mumbai Central Superfast Special,WR,0,1,0,0,1,1,3,AHMEDABAD JN,9002,05:45:00,21:40:00,9001,BCT,Mumbai Central,5,8,SF,491
,,,,,,,,,0,,,,,,,,,,,
BDTS,BANDRA TERMINUS - JAMMU TAWI AC Suvidha Special (Starts 4 April),WR,0,1,1,0,1,1,4,MUMBAI BANDRA TERMINUS,9021,01:40:00,16:55:00,9022,JAT,JAMMU TAWI,45,32,SF,1955
,,,,,,,,,0,,,,,,,,,,,
BL,Valsad-Varanasi Weekly Special,WR,0,1,0,0,1,1,3,VALSAD,9051,01:10:00,19:40:00,9052,BSB,VARANASI JN,30,29,Exp,1467
,,,,,,,,,0,,,,,,,,,,,
PBR,Porbandar Secunderabad Weekly Special,WR,0,1,0,0,1,1,3,PORBANDAR,9221,10:30:00,23:50:00,9222,SC,SECUNDERABAD JN,40,34,Exp,1694
,,,,,,,,,0,,,,,,,,,,,
BDTS,Bandra Terminus Okha Weekly Special,WR,0,1,0,0,0,1,2,MUMBAI BANDRA TERMINUS,9561,20:15:00,23:55:00,9562,OKHA,OKHA,20,20,Exp,980
,,,,,,,,,0,,,,,,,,,,,
HMH,Hanumangarh Kota Special,NWR,0,1,0,1,1,1,4,HANUMANGARH JN,9733,09:30:00,18:25:00,9734,KOTA,KOTA JN,5,15,Exp,852
,,,,,,,,,0,,,,,,,,,,,
KOTA,Kota Hanumangarh Special,NWR,0,1,0,1,1,1,4,KOTA JN,9734,08:45:00,16:40:00,9733,HMH,HANUMANGARH JN,5,16,Exp,852
,,,,,,,,,0,,,,,,,,,,,
LTT,Kushinagar Express,CR,0,1,0,0,1,1,3,LOKMANYA TILAK TERM,11015,07:25:00,22:45:00,11016,GKP,GORAKHPUR JN,40,32,Exp,1680
,,,,,,,,,0,,,,,,,,,,,
CBE,Coimbatore-Mayiladuturai Jan Shatabdi,SR,1,0,0,0,0,0,1,COIMBATORE JN,12084,13:40:00,07:00:00,12083,MV,MAYILADUTURAI JN,40,6,JShtb,362
,,,,,,,,,0,,,,,,,,,,,
BGP,InterCity Express,ER,1,0,0,0,0,0,1,BHAGALPUR,13401,12:15:00,05:25:00,13402,DNR,DANAPUR,50,6,Exp,231
,,,,,,,,,0,,,,,,,,,,,
BGP,InterCity Express,ER,0,0,0,0,0,0,0,BHAGALPUR,13410,21:00:00,16:40:00,13409,MLDT,MALDA TOWN,20,4,Exp,178
,,,,,,,,,0,,,,,,,,,,,
MSB,Chennai Beach Tambaram EMU(12 Car),SR,0,0,0,0,0,0,0,CHENNAI BEACH,40007,08:10:00,07:15:00,,TBM,TAMBARAM,55,0,MEMU,33
,,,,,,,,,0,,,,,,,,,,,
CBE,Coimbatore Nagercoil Passenger,SR,0,0,0,0,0,0,0,COIMBATORE JN,56320,20:25:00,07:10:00,56319,NCJ,NAGERCOIL JN,15,13,Pass,532
,,,,,,,,,0,,,,,,,,,,,
DURG,Durg Dalli Rajhara Pass,SECR,0,0,0,0,0,0,0,DURG,8785,17:35:00,15:30:00,8786,DRZ,Dalli Rajhara,5,2,Pass,88
,,,,,,,,,0,,,,,,,,,,,
BJP,Bijapur Hubli Special,CR,0,0,0,0,0,1,1,BIJAPUR,1494,06:10:00,00:05:00,1493,UBL,HUBLI JN,5,6,Exp,249
,,,,,,,,,0,,,,,,,,,,,
SC,Secunderabad-Porbandar Weekly Special,WR,0,1,0,0,1,1,3,SECUNDERABAD JN,9222,01:30:00,14:50:00,9221,PBR,PORBANDAR,40,34,Exp,1683
,,,,,,,,,0,,,,,,,,,,,
ADI,Ahmedabad Yesvantpur (Weekly) Special,WR,0,0,0,0,1,1,2,AHMEDABAD JN,9405,04:00:00,19:30:00,9406,YPR,YESVANTPUR JN,30,32,Exp,1556
,,,,,,,,,0,,,,,,,,,,,
YPR,Yeshwantpur-Ahmedabad Special,WR,0,1,0,0,1,1,3,YESVANTPUR JN,9406,15:10:00,05:50:00,9405,ADI,AHMEDABAD JN,20,33,Exp,1581
,,,,,,,,,0,,,,,,,,,,,
OKHA,Okha - Bandra Terminus Weekly Special,WR,0,1,0,0,0,1,2,OKHA,9562,05:35:00,11:25:00,9561,BDTS,MUMBAI BANDRA TERMINUS,10,18,Exp,980
,,,,,,,,,0,,,,,,,,,,,
AII,Ajmer Jaipur SF Special,NWR,1,0,0,0,0,0,1,AJMER JN,9621,13:40:00,11:45:00,9622,JP,JAIPUR,55,1,SF,135
,,,,,,,,,0,,,,,,,,,,,
JP,Jaipur Ajmer SF Special,NWR,1,0,0,0,0,0,1,JAIPUR,9622,16:10:00,14:15:00,9621,AII,AJMER JN,55,1,SF,135
,,,,,,,,,0,,,,,,,,,,,
JP,Jaipur Solapur (Weekly) Special,NWR,0,1,0,0,1,1,3,JAIPUR,9715,02:35:00,12:55:00,9716,SUR,SOLAPUR JN,40,37,Exp,1744
,,,,,,,,,0,,,,,,,,,,,
SUR,Solapur - Jaipur Special,NWR,0,1,0,0,1,1,3,SOLAPUR JN,9716,18:30:00,06:45:00,9715,JP,JAIPUR,45,35,Exp,1744
,,,,,,,,,0,,,,,,,,,,,
JP,Jaipur Delhi Sarai Rohilla SF Special,NWR,1,1,0,0,1,0,3,JAIPUR,9721,10:30:00,06:00:00,9722,DEE,DELHI SARAI ROHILLA,30,4,SF,303
,,,,,,,,,0,,,,,,,,,,,
JP,Jaipur - Sabarmati SF Holiday Spl,NWR,0,1,0,0,1,1,3,JAIPUR,9724,08:20:00,21:30:00,9723,SBI,SABARMATI JN,50,10,SF,620
,,,,,,,,,0,,,,,,,,,,,
INDB,Indore-Jaipur Special,NWR,0,1,0,0,1,1,3,INDORE JN BG,9727,08:00:00,22:30:00,9728,JP,JAIPUR,30,9,Exp,599
,,,,,,,,,0,,,,,,,,,,,
JP,Jaipur-Indore Special,NWR,0,1,0,0,1,1,3,JAIPUR,9728,06:35:00,20:40:00,9727,INDB,INDORE JN BG,55,9,Exp,599
,,,,,,,,,0,,,,,,,,,,,
SC,Secunderabad-Jaipur Special,NWR,0,1,1,0,1,1,4,SECUNDERABAD JN,9735,05:55:00,23:25:00,9736,JP,JAIPUR,30,30,Exp,1666
,,,,,,,,,0,,,,,,,,,,,
JP,Jaipur - Secunderabad (Weekly) Special,NWR,0,1,1,0,1,1,4,JAIPUR,9736,03:55:00,21:10:00,9735,SC,SECUNDERABAD JN,45,30,Exp,1669
,,,,,,,,,0,,,,,,,,,,,
RE,Rewari - Delhi Sarai Rohilla (Daily) Special,NWR,1,1,0,0,1,0,3,REWARI,9741,15:40:00,14:10:00,9742,DEE,DELHI SARAI ROHILLA,30,1,Exp,78
,,,,,,,,,0,,,,,,,,,,,
DEE,Delhi Sarai Rohilla - Rewari (Daily) Special,NWR,1,1,0,0,1,0,3,DELHI SARAI ROHILLA,9742,12:30:00,11:00:00,9741,RE,REWARI,30,1,Exp,78
,,,,,,,,,0,,,,,,,,,,,
APH,Surathgarh Anupgarh Passenger,NWR,0,0,0,0,0,0,0,ANUPGARH,9761,08:35:00,07:00:00,9762,SOG,SURATGARH JN,35,1,Pass,78
,,,,,,,,,0,,,,,,,,,,,
SOG,Suratgarh - Anupgarh Passenger Special,NWR,0,0,0,0,0,0,0,SURATGARH JN,9762,20:20:00,18:45:00,9763,APH,ANUPGARH,35,1,Pass,76
,,,,,,,,,0,,,,,,,,,,,
APH,Surathgarh Anupgarh Passenger,NWR,0,0,0,0,0,0,0,ANUPGARH,9763,22:15:00,20:40:00,9764,SOG,SURATGARH JN,35,1,Pass,78
,,,,,,,,,0,,,,,,,,,,,
SOG,Suratgarh - Anupgarh Passenger Special,NWR,0,0,0,0,0,0,0,SURATGARH JN,9764,06:40:00,05:00:00,9763,APH,ANUPGARH,40,1,Pass,78
,,,,,,,,,0,,,,,,,,,,,
FL,Phulera Rewari Passenger Special,NWR,0,0,0,0,0,0,0,PHULERA JN,9765,16:30:00,11:25:00,9766,RE,REWARI,5,5,Pass,216
,,,,,,,,,0,,,,,,,,,,,
RE,Rewari-Phulera Passenger Special,NWR,0,0,0,0,0,0,0,REWARI,9766,14:15:00,09:10:00,9765,FL,PHULERA JN,5,5,Pass,216
,,,,,,,,,0,,,,,,,,,,,
BTC,Satpura Express,SECR,0,0,0,1,0,0,1,Balaghat Junction,10001,19:35:00,12:45:00,10002,JBP,JABALPUR,50,6,Exp,187
,,,,,,,,,0,,,,,,,,,,,
JBP,Satpura Express,SECR,0,0,0,1,0,0,1,JABALPUR,10002,12:10:00,05:30:00,10001,BTC,Balaghat Junction,40,6,Exp,187
,,,,,,,,,0,,,,,,,,,,,
CSTM,MUMBAI CST - MADGAON Mandovi Exp,KR,0,1,1,0,1,1,4,MUMBAI CST,10103,18:45:00,06:55:00,10104,MAO,MADGAON,50,11,Exp,765
,,,,,,,,,0,,,,,,,,,,,
MAO,MADGAON - MUMBAI CST Mandovi Exp,KR,0,1,1,0,1,1,4,MADGAON,10104,21:30:00,09:30:00,10103,CSTM,MUMBAI CST,0,12,Exp,765
,,,,,,,,,0,,,,,,,,,,,
CSTM,MUMBAI CST - MADGAON Konkan Knaya Exp,KR,0,1,1,0,1,1,4,MUMBAI CST,10111,10:45:00,23:05:00,10112,MAO,MADGAON,40,11,Exp,765
,,,,,,,,,0,,,,,,,,,,,
MAO,MADGAON - MUMBAI CST Konkan Knaya Exp,KR,0,1,1,0,1,1,4,MADGAON,10112,05:50:00,18:00:00,10111,CSTM,MUMBAI CST,50,11,Exp,765
,,,,,,,,,0,,,,,,,,,,,
MAO,Madgaon Ernakulam Weekly Super Fast Express,KR,0,1,1,0,1,1,4,MADGAON,10215,10:55:00,21:30:00,10216,ERS,ERNAKULAM JN,25,13,Exp,850
,,,,,,,,,0,,,,,,,,,,,
ERS,Ernakulam Madgaon Weekly SF Express,KR,0,1,1,0,1,1,4,ERNAKULAM JN,10216,04:00:00,14:35:00,10215,MAO,MADGAON,25,13,Exp,850
,,,,,,,,,0,,,,,,,,,,,
DR,DADAR - SAWANTWADI RD Rajya Rani Exp,CR,0,1,0,0,1,1,3,MUMBAI DADAR CENTRAL,11003,10:55:00,23:55:00,11004,SWV,SAWANTWADI ROAD,0,11,Exp,646
,,,,,,,,,0,,,,,,,,,,,
SWV,SAWANTWADI RD - DADAR Rajya Rani Exp,CR,0,1,0,0,1,1,3,SAWANTWADI ROAD,11004,06:30:00,18:10:00,11003,DR,MUMBAI DADAR CENTRAL,20,12,Exp,646
,,,,,,,,,0,,,,,,,,,,,
CSTM,Deccan Express,CR,1,0,0,0,0,0,1,MUMBAI CST,11007,11:10:00,07:10:00,11008,PUNE,PUNE JN,0,4,Exp,192
,,,,,,,,,0,,,,,,,,,,,
CSTM,Sinhagad Express,CR,1,0,0,0,0,0,1,MUMBAI CST,11009,18:40:00,14:30:00,11008,PUNE,PUNE JN,10,4,Exp,192
,,,,,,,,,0,,,,,,,,,,,
PUNE,Sinhagad Express,CR,1,0,0,0,0,0,1,PUNE JN,11010,09:55:00,06:05:00,11009,CSTM,MUMBAI CST,50,3,Exp,192
,,,,,,,,,0,,,,,,,,,,,
CSTM,Mahalaxmi Express,CR,0,1,1,0,1,1,4,MUMBAI CST,11011,07:20:00,20:23:00,11012,KOP,C SHAHU M RAJ KOLHAPUR TERM,57,10,Exp,518
,,,,,,,,,0,,,,,,,,,,,
KOP,Mahalaxmi Express,CR,0,1,1,0,1,1,4,C SHAHU M RAJ KOLHAPUR TERM,11012,07:25:00,20:30:00,11011,CSTM,MUMBAI CST,55,10,Exp,518
,,,,,,,,,0,,,,,,,,,,,
CBE,Coimbatore Mumbai LTT Express,CR,0,1,1,0,1,1,4,COIMBATORE JN,11014,14:30:00,08:00:00,11013,LTT,LOKMANYA TILAK TERM,30,30,Exp,1518
,,,,,,,,,0,,,,,,,,,,,
GKP,Kushinagar Express,CR,0,1,0,0,1,1,3,GORAKHPUR JN,11016,04:20:00,19:05:00,11015,LTT,LOKMANYA TILAK TERM,15,33,Exp,1680
,,,,,,,,,0,,,,,,,,,,,
YPR,Chalukya Express,CR,0,1,0,0,1,1,3,YESVANTPUR JN,11018,05:50:00,06:30:00,11017,DR,MUMBAI DADAR CENTRAL,20,23,Exp,1205
,,,,,,,,,0,,,,,,,,,,,
ASR,AMRITSAR - DARBHANGA Jan Nayak Exp,ECR,0,0,0,0,0,0,0,AMRITSAR JN,15212,04:10:00,19:05:00,15211,DBG,DARBHANGA JN,5,33,Exp,1499
,,,,,,,,,0,,,,,,,,,,,
MSB,Chennai Beach Tambaram EMU(12 Car),SR,0,0,0,0,0,0,0,CHENNAI BEACH,40013,08:42:00,07:47:00,,TBM,TAMBARAM,55,0,MEMU,33
,,,,,,,,,0,,,,,,,,,,,
NCJ,Nagercoil Kottayam Passenger,SR,0,0,0,0,0,0,0,NAGERCOIL JN,56304,19:50:00,12:20:00,,KTYM,KOTTAYAM,30,7,Pass,231
,,,,,,,,,0,,,,,,,,,,,
KTYM,Kottayam Ernakulam Passenger,SR,0,0,0,0,0,0,0,KOTTAYAM,56386,07:05:00,05:25:00,56385,ERS,ERNAKULAM JN,40,1,Pass,60
,,,,,,,,,0,,,,,,,,,,,
KTYM,Kottayam Ernakulam Passenger,SR,0,0,0,0,0,0,0,KOTTAYAM,56390,18:55:00,17:15:00,56389,ERS,ERNAKULAM JN,40,1,Pass,60
,,,,,,,,,0,,,,,,,,,,,
LHU,Loharu - Jaipur Passenger Spl (MG),NWR,0,0,0,0,0,0,0,Loharu,2082,09:35:00,02:40:00,2083,JP,JAIPUR,55,6,Pass,229
,,,,,,,,,0,,,,,,,,,,,
JP,Jaipur-Loharu MG Passenger Special,NWR,0,0,0,0,0,0,0,JAIPUR,2083,06:10:00,23:30:00,2084,LHU,Loharu,40,6,Pass,229
,,,,,,,,,0,,,,,,,,,,,
LHU,Loharu - Jaipur Passenger Spl (MG),NWR,0,0,0,0,0,0,0,Loharu,2084,05:45:00,23:10:00,2083,JP,JAIPUR,35,6,Pass,230
,,,,,,,,,0,,,,,,,,,,,
JP,Jaipur - Churu Passenger Spl (MG),NWR,0,0,0,0,0,0,0,JAIPUR,2085,22:15:00,16:55:00,2086,CUR,Churu,20,5,Pass,198
,,,,,,,,,0,,,,,,,,,,,
CUR,Churu - Jaipur Passenger Spl (MG),NWR,0,0,0,0,0,0,0,Churu,2086,11:05:00,05:15:00,2085,JP,JAIPUR,50,5,Pass,198
,,,,,,,,,0,,,,,,,,,,,
JP,Jaipur - Churu Passenger Spl (MG),NWR,0,0,0,0,0,0,0,JAIPUR,2087,03:45:00,20:30:00,2086,CUR,Churu,15,7,Pass,198
,,,,,,,,,0,,,,,,,,,,,
CUR,Churu - Jaipur Passenger Spl (MG),NWR,0,0,0,0,0,0,0,Churu,2088,08:15:00,03:05:00,2087,JP,JAIPUR,10,5,Pass,198
,,,,,,,,,0,,,,,,,,,,,
SIKR,Sikar - Churu Passenger Spl (MG),NWR,0,0,0,0,0,0,0,Sikar Junction,2089,13:35:00,11:05:00,2090,CUR,Churu,30,2,Pass,90
,,,,,,,,,0,,,,,,,,,,,
CUR,Sikar - Churu Passenger Spl (MG),NWR,0,0,0,0,0,0,0,Churu,2090,16:05:00,14:00:00,2089,SIKR,Sikar Junction,5,2,Pass,90
,,,,,,,,,0,,,,,,,,,,,
JP,Jaipur Loharu Passenger,NWR,0,0,0,0,0,0,0,JAIPUR,2093,14:40:00,07:45:00,2094,LHU,Loharu,55,6,Pass,229
,,,,,,,,,0,,,,,,,,,,,
RTGH,Ratangarh-Sardarshahar Passenger,NR,0,0,0,0,0,0,0,Ratangarh Junction,2411,13:10:00,11:30:00,2412,SRDR,Sardarshahr,40,1,Pass,46
,,,,,,,,,0,,,,,,,,,,,
SRDR,Sardarshahr-Ratangarh Passenger Special,NR,0,0,0,0,0,0,0,Sardarshahr,2412,15:20:00,13:40:00,2411,RTGH,Ratangarh Junction,40,1,Pass,46
,,,,,,,,,0,,,,,,,,,,,
SDLP,Sadulpur-Shri Ganganagar Passenger Special,NWR,0,0,0,0,0,0,0,Sadulpur Junction,2413,08:15:00,02:30:00,2414,SGNR,SHRI GANGANAGAR,45,5,Pass,246
,,,,,,,,,0,,,,,,,,,,,
DBRT,Dibrugarh Guwahati Rajdhani Express,NR,0,0,0,0,1,0,1,DIBRUGARH TOWN,2423,06:15:00,20:15:00,2424,GHY,GUWAHATI,0,10,Raj,564
,,,,,,,,,0,,,,,,,,,,,
GHY,Guwahati Dibrugarh Rajdhani Express,NR,0,0,0,0,1,0,1,GUWAHATI,2424,05:00:00,18:05:00,2423,DBRT,DIBRUGARH TOWN,55,10,Raj,564
,,,,,,,,,0,,,,,,,,,,,
DBRT,Dibrugarh Guwahati Rajdhani Express,NR,0,0,0,0,1,0,1,DIBRUGARH TOWN,2435,05:05:00,19:00:00,2436,GHY,GUWAHATI,5,10,Raj,564
,,,,,,,,,0,,,,,,,,,,,
GHY,Guwahati Dibrugarh Rajdhani Express,NR,0,0,0,0,1,0,1,GUWAHATI,2436,06:25:00,19:45:00,2435,DBRT,DIBRUGARH TOWN,40,10,Raj,564
,,,,,,,,,0,,,,,,,,,,,
KLK,Kalka Shimla Holiday Special,?,0,0,0,0,0,0,0,Kalka,2451,12:10:00,07:00:00,2452,SML,Shimla,10,5,Pass,95
,,,,,,,,,0,,,,,,,,,,,
SML,Shimla Kalka Holiday Special,?,0,0,0,0,0,0,0,Shimla,2452,21:10:00,15:50:00,2451,KLK,Kalka,20,5,Pass,96
,,,,,,,,,0,,,,,,,,,,,
KLK,Kalka Shimla Holiday Special,?,0,0,0,0,0,0,0,Kalka,2453,18:10:00,12:45:00,2452,SML,Shimla,25,5,Pass,95
,,,,,,,,,0,,,,,,,,,,,
SML,Shimla Kalka Holiday Special,?,0,0,0,0,0,0,0,Shimla,2454,15:20:00,09:25:00,2453,KLK,Kalka,55,5,Pass,96
,,,,,,,,,0,,,,,,,,,,,
VSG,Vasco da Gama Bangalore Link Express,SWR,0,0,0,0,1,1,2,VASCO DA GAMA,2779,07:35:00,15:10:00,,SBC,BANGALORE CITY JN,25,16,SF,705
,,,,,,,,,0,,,,,,,,,,,
RJPB,Rajendra Nagar-Tatanagar Special,ECR,0,1,0,0,1,1,3,RAJENDRA NAGAR BIHAR,3283,10:05:00,23:15:00,3284,TATA,TATANAGAR JN,50,10,Exp,496
,,,,,,,,,0,,,,,,,,,,,
TATA,Tatanagar-Rajendra Nagar Special,ECR,0,1,0,0,1,1,3,TATANAGAR JN,3284,22:00:00,11:00:00,3283,RJPB,RAJENDRA NAGAR BIHAR,0,11,Exp,496
,,,,,,,,,0,,,,,,,,,,,
DLI,Delhi Gaya S,ECR,0,1,0,0,1,1,3,OLD DELHI,3686,09:45:00,19:10:00,3685,GAYA,GAYA JN,35,14,SF,972
,,,,,,,,,0,,,,,,,,,,,
SNSI,Sainagar Shirdi - H. Nizamuddin (Weekly) Special,NR,0,1,0,0,1,1,3,SAINAGAR SHIRDI,4011,12:55:00,10:00:00,4012,NZM,DELHI H NIZAMUDDIN,55,26,Exp,1361
,,,,,,,,,0,,,,,,,,,,,
DLI,Delhi-Panipat Special,NR,0,1,0,0,1,1,3,OLD DELHI,4031,08:20:00,05:30:00,4032,PNP,PANIPAT JN,50,2,Exp,89
,,,,,,,,,0,,,,,,,,,,,
PNP,Panipat Delhi Special,NR,0,1,0,0,1,1,3,PANIPAT JN,4032,21:00:00,18:30:00,4031,DLI,OLD DELHI,30,2,Exp,89
,,,,,,,,,0,,,,,,,,,,,
ANVT,Anand Vihar T.-Jammu Tawi Special,NR,0,0,0,0,0,1,1,ANAND VIHAR TRM,4053,11:50:00,23:15:00,4054,JAT,JAMMU TAWI,35,12,Exp,633
,,,,,,,,,0,,,,,,,,,,,
JAT,Jammu Tawi-Anand Vihar Special,NR,0,0,0,0,0,1,1,JAMMU TAWI,4054,05:40:00,17:30:00,4053,ANVT,ANAND VIHAR TRM,10,12,Exp,633
,,,,,,,,,0,,,,,,,,,,,
ALD,Allahabad - Mumbai LTT (Weekly) Special,NCR,0,0,0,0,1,1,2,ALLAHABAD JN,4115,14:35:00,10:20:00,4116,LTT,LOKMANYA TILAK TERM,15,28,Exp,1533
,,,,,,,,,0,,,,,,,,,,,
JP,Jaipur Luharu Special,NWR,0,0,0,0,0,0,0,JAIPUR,2081,01:00:00,18:25:00,2082,LHU,Loharu,35,6,Exp,229
,,,,,,,,,0,,,,,,,,,,,
LTT,Mumbai LTT-Allahabad Special,NCR,0,0,0,0,1,1,2,LOKMANYA TILAK TERM,4116,21:50:00,15:50:00,4115,ALD,ALLAHABAD JN,0,30,Exp,1533
,,,,,,,,,0,,,,,,,,,,,
LKO,Lucknow -New Delhi Special,NR,0,1,0,0,1,1,3,LUCKNOW,4201,08:20:00,22:45:00,4202,NDLS,NEW DELHI,35,9,Exp,493
,,,,,,,,,0,,,,,,,,,,,
NDLS,New Delhi-Lucknow tri-weekly Special,NR,0,1,0,0,1,1,3,NEW DELHI,4202,09:45:00,23:55:00,4201,LKO,LUCKNOW,50,9,Exp,493
,,,,,,,,,0,,,,,,,,,,,
BSB,Varanasi-Old Delhi Special,NR,0,1,0,0,1,1,3,VARANASI JN,4203,10:10:00,20:00:00,4204,DLI,OLD DELHI,10,14,Exp,770
,,,,,,,,,0,,,,,,,,,,,
LTT,Saket Express Slip,CR,0,1,0,0,1,1,3,LOKMANYA TILAK TERM,11067-Slip,08:20:00,05:20:00,,RBL,RAE BARELI JN,0,27,Exp,1502
,,,,,,,,,0,,,,,,,,,,,
BSB,Varanasi-Gwalior Bundelkhand Express,NCR,0,1,1,0,1,1,4,VARANASI JN,11108,08:55:00,18:05:00,11107,GWL,GWALIOR JN,50,14,Exp,624
,,,,,,,,,0,,,,,,,,,,,
JHS,Jhansi-Lucknow Intercity Express,CR,1,0,0,0,0,0,1,JHANSI JN,11109,12:00:00,06:10:00,11110,LKO,LUCKNOW,50,5,Exp,292
,,,,,,,,,0,,,,,,,,,,,
LKO,Lucknow-Jhansi InterCity,CR,1,0,0,0,0,0,1,LUCKNOW,11110,22:35:00,16:30:00,11109,JHS,JHANSI JN,5,6,Exp,292
,,,,,,,,,0,,,,,,,,,,,
BJU,Barauni-Gwalior Mail,NCR,0,1,0,0,1,1,3,BARAUNI JN,11123,21:00:00,18:45:00,11124,GWL,GWALIOR JN,15,26,Mail,1055
,,,,,,,,,0,,,,,,,,,,,
GWL,Gwalior Barauni Mail,NCR,0,1,0,0,1,1,3,GWALIOR JN,11124,13:05:00,11:45:00,11123,BJU,BARAUNI JN,20,25,Mail,1055
,,,,,,,,,0,,,,,,,,,,,
INDB,Indore Gwalior Express,CR,0,1,0,0,1,1,3,INDORE JN BG,11125,08:25:00,20:15:00,11126,GWL,GWALIOR JN,10,12,Exp,562
,,,,,,,,,0,,,,,,,,,,,
GWL,Gwalior Indore Express,CR,0,1,0,0,1,1,3,GWALIOR JN,11126,07:50:00,19:30:00,11125,INDB,INDORE JN BG,20,12,Exp,562
,,,,,,,,,0,,,,,,,,,,,
NGP,Prerna Express,CR,0,0,0,0,1,1,2,NAGPUR,11454,03:40:00,09:35:00,11453,ADI,AHMEDABAD JN,5,18,Exp,959
,,,,,,,,,0,,,,,,,,,,,
BI,BARI SADRI - MAVLI PASSENGER,NWR,0,0,0,0,0,0,0,BARI SADRI,52071,15:40:00,12:45:00,52072,MVJ,MAVLI JN,55,2,Pass,82
,,,,,,,,,0,,,,,,,,,,,
MS,Chennai Salem Express Slip,CR,0,1,1,0,1,1,4,CHENNAI EGMORE,11063-Slip,08:05:00,23:00:00,,MTDM,METUR DAM,5,9,Exp,393
,,,,,,,,,0,,,,,,,,,,,
LTT,MUMBAI LTT - DARBHANGA Pawan Exp,CR,0,1,0,0,1,1,3,LOKMANYA TILAK TERM,11065,01:20:00,12:15:00,11066,DBG,DARBHANGA JN,5,37,Exp,1880
,,,,,,,,,0,,,,,,,,,,,
DBG,DARBHANGA - MUMBAI LTT Pawan Exp,CR,0,1,0,0,1,1,3,DARBHANGA JN,11066,03:45:00,13:10:00,11065,LTT,LOKMANYA TILAK TERM,35,38,Exp,1880
,,,,,,,,,0,,,,,,,,,,,
LTT,MUMBAI LTT - FAIZABAD Saket Exp,CR,0,1,0,0,1,1,3,LOKMANYA TILAK TERM,11067,09:25:00,05:20:00,11068,FD,FAIZABAD JN,5,28,Exp,1505
,,,,,,,,,0,,,,,,,,,,,
FD,FAIZABAD - MUMBAI LTT Saket Exp,CR,0,1,0,0,1,1,3,FAIZABAD JN,11068,21:40:00,15:35:00,11067,LTT,LOKMANYA TILAK TERM,5,30,Exp,1505
,,,,,,,,,0,,,,,,,,,,,
LTT,Tulsi Express,CR,0,1,0,0,1,1,3,LOKMANYA TILAK TERM,11069,08:50:00,05:20:00,11070,ALD,ALLAHABAD JN,30,27,Exp,1511
,,,,,,,,,0,,,,,,,,,,,
ALD,Tulsi Express,CR,0,1,0,0,1,1,3,ALLAHABAD JN,11070,21:40:00,16:15:00,11069,LTT,LOKMANYA TILAK TERM,25,29,Exp,1511
,,,,,,,,,0,,,,,,,,,,,
LTT,Kamayani Express,CR,0,1,0,0,1,1,3,LOKMANYA TILAK TERM,11071,19:25:00,12:40:00,11072,BSB,VARANASI JN,45,30,Exp,1640
,,,,,,,,,0,,,,,,,,,,,
BSB,Kamayani Express,CR,0,1,0,0,1,1,3,VARANASI JN,11072,23:05:00,15:50:00,11071,LTT,LOKMANYA TILAK TERM,15,31,Exp,1640
,,,,,,,,,0,,,,,,,,,,,
PUNE,Jhelum Express,CR,0,1,0,0,1,1,3,PUNE JN,11077,09:20:00,17:20:00,11078,JAT,JAMMU TAWI,0,40,Exp,2177
,,,,,,,,,0,,,,,,,,,,,
JAT,Jhelum Express,CR,0,1,0,0,1,1,3,JAMMU TAWI,11078,14:35:00,21:45:00,11077,PUNE,PUNE JN,50,40,Exp,2173
,,,,,,,,,0,,,,,,,,,,,
VRL,Veraval Pune Express,CR,0,1,0,0,1,1,3,VERAVAL,11087,04:45:00,06:25:00,11088,PUNE,PUNE JN,20,22,Exp,1066
,,,,,,,,,0,,,,,,,,,,,
